Fecha (dd/mm/aaaa),Tasa de cambio representativa del mercado (TRM)
39009,2348.43
39010,2345.49
39011,2340.89
39012,2340.89
39013,2340.89
39014,2341.51
39015,2341.33
39016,2339.92
39017,2327.23
39018,2314.76
39019,2314.76
39020,2314.76
39021,2315.38
39022,2308.49
39023,2302.64
39024,2296.65
39025,2300.88
39026,2300.88
39027,2300.88
39028,2300.88
39029,2288.13
39030,2282.52
39031,2268.47
39032,2277.66
39033,2277.66
39034,2277.66
39035,2277.66
39036,2277.21
39037,2274.26
39038,2276.37
39039,2285.65
39040,2285.65
39041,2285.65
39042,2283.99
39043,2282.67
39044,2283.33
39045,2283.33
39046,2298.52
39047,2298.52
39048,2298.52
39049,2320.64
39050,2317.35
39051,2300.42
39052,2295.99
39053,2293.42
39054,2293.42
39055,2293.42
39056,2292.63
39057,2278.97
39058,2279.82
39059,2280.5
39060,2280.5
39061,2280.5
39062,2280.5
39063,2272.09
39064,2272.27
39065,2272.75
39066,2270.18
39067,2262.15
39068,2262.15
39069,2262.15
39070,2255.38
39071,2249.28
39072,2234.36
39073,2229.28
39074,2228.76
39075,2228.76
39076,2228.76
39077,2228.76
39078,2225.44
39079,2233.31
39080,2238.79
39081,2238.79
39082,2238.79
39083,2238.79
39084,2238.79
39085,2231.42
39086,2218.11
39087,2218.05
39088,2228.38
39089,2228.38
39090,2228.38
39091,2228.38
39092,2238.52
39093,2250.6
39094,2231.48
39095,2221.35
39096,2221.35
39097,2221.35
39098,2221.35
39099,2221.96
39100,2224.22
39101,2226.06
39102,2229.29
39103,2229.29
39104,2229.29
39105,2240.32
39106,2250.38
39107,2254.67
39108,2252.88
39109,2259.43
39110,2259.43
39111,2259.43
39112,2261.22
39113,2259.72
39114,2255.17
39115,2246.06
39116,2241.53
39117,2241.53
39118,2241.53
39119,2229.3
39120,2232.37
39121,2235.3
39122,2239.2
39123,2229.87
39124,2229.87
39125,2229.87
39126,2230.4
39127,2223.3
39128,2221.43
39129,2219.15
39130,2221.7
39131,2221.7
39132,2221.7
39133,2221.7
39134,2220.76
39135,2218.78
39136,2214.44
39137,2216.57
39138,2216.57
39139,2216.57
39140,2211.46
39141,2224.12
39142,2231.94
39143,2246.88
39144,2242.62
39145,2242.62
39146,2242.62
39147,2245.71
39148,2222.45
39149,2218.94
39150,2214.05
39151,2210.98
39152,2210.98
39153,2210.98
39154,2205.77
39155,2206.38
39156,2210.12
39157,2197.76
39158,2204.05
39159,2204.05
39160,2204.05
39161,2204.05
39162,2186.21
39163,2172.6
39164,2168.95
39165,2174.72
39166,2174.72
39167,2174.72
39168,2172.14
39169,2172.09
39170,2169.67
39171,2155.06
39172,2190.3
39173,2190.3
39174,2190.3
39175,2189.18
39176,2171.47
39177,2166.93
39178,2166.93
39179,2166.93
39180,2166.93
39181,2166.93
39182,2164.55
39183,2157.82
39184,2154.61
39185,2152.65
39186,2138.74
39187,2138.74
39188,2138.74
39189,2136.82
39190,2141.35
39191,2148.46
39192,2143.31
39193,2121.42
39194,2121.42
39195,2121.42
39196,2115.56
39197,2119.37
39198,2112.61
39199,2111.52
39200,2110.67
39201,2110.67
39202,2110.67
39203,2104.16
39204,2104.16
39205,2085.18
39206,2077.12
39207,2069.01
39208,2069.01
39209,2069.01
39210,2081.24
39211,2074.03
39212,2045.51
39213,2041.39
39214,2029.2
39215,2029.2
39216,2029.2
39217,2002.04
39218,1995.17
39219,1988.01
39220,1990.43
39221,1985.33
39222,1985.33
39223,1985.33
39224,1985.33
39225,1957.54
39226,1963.56
39227,1962.59
39228,1934.55
39229,1934.55
39230,1934.55
39231,1934.55
39232,1914.96
39233,1930.64
39234,1900.09
39235,1885.8
39236,1885.8
39237,1885.8
39238,1882.06
39239,1877.88
39240,1886.92
39241,1900.68
39242,1924.54
39243,1924.54
39244,1924.54
39245,1924.54
39246,1931.36
39247,1947.37
39248,1945.09
39249,1920.25
39250,1920.25
39251,1920.25
39252,1920.25
39253,1896.07
39254,1905.13
39255,1938.17
39256,1944.01
39257,1944.01
39258,1944.01
39259,1960.32
39260,1965.31
39261,1982.29
39262,1958.09
39263,1960.61
39264,1960.61
39265,1960.61
39266,1960.61
39267,1958.95
39268,1958.95
39269,1969.36
39270,1962.55
39271,1962.55
39272,1962.55
39273,1945.94
39274,1960.31
39275,1964.82
39276,1954.48
39277,1956.05
39278,1956.05
39279,1956.05
39280,1942.43
39281,1931.04
39282,1928.59
39283,1921.04
39284,1921.04
39285,1921.04
39286,1921.04
39287,1912.9
39288,1916.23
39289,1935.68
39290,1981.58
39291,1984.1
39292,1984.1
39293,1984.1
39294,1971.8
39295,1958.5
39296,1971.2
39297,1957.68
39298,1963.69
39299,1963.69
39300,1963.69
39301,1976.89
39302,1976.89
39303,1957.58
39304,1981.9
39305,2006.79
39306,2006.79
39307,2006.79
39308,1997.38
39309,2016.3
39310,2048.44
39311,2124.4
39312,2113.54
39313,2113.54
39314,2113.54
39315,2113.54
39316,2154.94
39317,2133.04
39318,2138.13
39319,2128.17
39320,2128.17
39321,2128.17
39322,2114.15
39323,2147.34
39324,2160.65
39325,2173.17
39326,2160.99
39327,2160.99
39328,2160.99
39329,2160.99
39330,2161.56
39331,2174.56
39332,2166.6
39333,2191
39334,2191
39335,2191
39336,2194.65
39337,2185.89
39338,2182.22
39339,2157.75
39340,2128.5
39341,2128.5
39342,2128.5
39343,2130.66
39344,2124.36
39345,2055.28
39346,2042.63
39347,2026.33
39348,2026.33
39349,2026.33
39350,2028.95
39351,2045.51
39352,2009.46
39353,2013.18
39354,2023.19
39355,2023.19
39356,2023.19
39357,2015.75
39358,2013.39
39359,2017.69
39360,2018.45
39361,1999.95
39362,1999.95
39363,1999.95
39364,1999.95
39365,1968.13
39366,1972.81
39367,1963.03
39368,1978.97
39369,1978.97
39370,1978.97
39371,1978.97
39372,2004.58
39373,1994.06
39374,2018.55
39375,2007.24
39376,2007.24
39377,2007.24
39378,2022.76
39379,2006.67
39380,2025.7
39381,2020.29
39382,2005.28
39383,2005.28
39384,2005.28
39385,1995.94
39386,1999.44
39387,1987.69
39388,2008.11
39389,2014.12
39390,2014.12
39391,2014.12
39392,2014.12
39393,2012.89
39394,2023.99
39395,2033.94
39396,2045.59
39397,2045.59
39398,2045.59
39399,2045.59
39400,2051.88
39401,2032.04
39402,2044.7
39403,2040.35
39404,2040.35
39405,2040.35
39406,2054.3
39407,2056.28
39408,2074.6
39409,2074.6
39410,2088.24
39411,2088.24
39412,2088.24
39413,2089.11
39414,2094.74
39415,2066.81
39416,2060.42
39417,2043.11
39418,2043.11
39419,2043.11
39420,2052.18
39421,2057.4
39422,2036.6
39423,2023.18
39424,2016.77
39425,2016.77
39426,2016.77
39427,2009.83
39428,2005.82
39429,2003.9
39430,2017.36
39431,2009.85
39432,2009.85
39433,2009.85
39434,2006.48
39435,2007.98
39436,2005.92
39437,2000.58
39438,1993.08
39439,1993.08
39440,1993.08
39441,1989.7
39442,1989.7
39443,1987.81
39444,2001.72
39445,2014.76
39446,2014.76
39447,2014.76
39448,2014.76
39449,2014.76
39450,2012.82
39451,2013.27
39452,2013.98
39453,2013.98
39454,2013.98
39455,2013.98
39456,2000.91
39457,2004.7
39458,2003.74
39459,1985.35
39460,1985.35
39461,1985.35
39462,1949.43
39463,1948.91
39464,1960.49
39465,1947.6
39466,1968.13
39467,1968.13
39468,1968.13
39469,1968.13
39470,2007.41
39471,2005.08
39472,1970.65
39473,1961.3
39474,1961.3
39475,1961.3
39476,1969.65
39477,1946.54
39478,1939.6
39479,1939.77
39480,1921.94
39481,1921.94
39482,1921.94
39483,1917.26
39484,1928.3
39485,1929.7
39486,1935.49
39487,1923.08
39488,1923.08
39489,1923.08
39490,1912.8
39491,1901.38
39492,1898.4
39493,1894.87
39494,1905.37
39495,1905.37
39496,1905.37
39497,1905.37
39498,1890.74
39499,1910.81
39500,1895.85
39501,1892
39502,1892
39503,1892
39504,1887.97
39505,1879.19
39506,1854.87
39507,1843.59
39508,1845.17
39509,1845.17
39510,1845.17
39511,1849.46
39512,1841.61
39513,1856.69
39514,1880.12
39515,1902.17
39516,1902.17
39517,1902.17
39518,1864.78
39519,1865.98
39520,1853.41
39521,1856.01
39522,1843.95
39523,1843.95
39524,1843.95
39525,1857.55
39526,1823.11
39527,1815.65
39528,1815.65
39529,1815.65
39530,1815.65
39531,1815.65
39532,1815.65
39533,1835.01
39534,1821.31
39535,1810.68
39536,1821.6
39537,1821.6
39538,1821.6
39539,1834.96
39540,1827.94
39541,1826.34
39542,1824.39
39543,1816.28
39544,1816.28
39545,1816.28
39546,1811.23
39547,1812.85
39548,1799.07
39549,1791.63
39550,1792.49
39551,1792.49
39552,1792.49
39553,1792.69
39554,1797.89
39555,1798.89
39556,1792.87
39557,1785.17
39558,1785.17
39559,1785.17
39560,1780.79
39561,1775.08
39562,1765.3
39563,1765.75
39564,1775.22
39565,1775.22
39566,1775.22
39567,1767.73
39568,1780.21
39569,1767.27
39570,1767.27
39571,1756.25
39572,1756.25
39573,1756.25
39574,1756.25
39575,1769.32
39576,1787.62
39577,1793.13
39578,1781.79
39579,1781.79
39580,1781.79
39581,1781.29
39582,1780.01
39583,1787.65
39584,1792.94
39585,1785.04
39586,1785.04
39587,1785.04
39588,1779.35
39589,1787.59
39590,1779.48
39591,1779.59
39592,1777.98
39593,1777.98
39594,1777.98
39595,1777.98
39596,1772.55
39597,1767.41
39598,1755.95
39599,1744.01
39600,1744.01
39601,1744.01
39602,1744.01
39603,1730.61
39604,1728.76
39605,1709.95
39606,1702.44
39607,1702.44
39608,1702.44
39609,1687.13
39610,1696.79
39611,1700.94
39612,1705.35
39613,1707.87
39614,1707.87
39615,1707.87
39616,1684.52
39617,1655.42
39618,1652.41
39619,1670.31
39620,1678.82
39621,1678.82
39622,1678.82
39623,1713.63
39624,1748.04
39625,1783.44
39626,1832.81
39627,1923.02
39628,1923.02
39629,1923.02
39630,1923.02
39631,1915.44
39632,1818.6
39633,1748.43
39634,1748.43
39635,1748.43
39636,1748.43
39637,1719.48
39638,1736.49
39639,1728.74
39640,1768.09
39641,1778.8
39642,1778.8
39643,1778.8
39644,1753.51
39645,1777.17
39646,1768.53
39647,1757.79
39648,1788.24
39649,1788.24
39650,1788.24
39651,1802.01
39652,1797.43
39653,1772.25
39654,1777.1
39655,1785.17
39656,1785.17
39657,1785.17
39658,1764.48
39659,1789.68
39660,1792.24
39661,1800.54
39662,1779.97
39663,1779.97
39664,1779.97
39665,1771.31
39666,1772.16
39667,1782.92
39668,1782.92
39669,1816.25
39670,1816.25
39671,1816.25
39672,1821.76
39673,1836.25
39674,1854.16
39675,1853.45
39676,1882.11
39677,1882.11
39678,1882.11
39679,1882.11
39680,1891.99
39681,1880.69
39682,1864.26
39683,1872.07
39684,1872.07
39685,1872.07
39686,1873.94
39687,1892.06
39688,1887.71
39689,1907.97
39690,1932.2
39691,1932.2
39692,1932.2
39693,1932.2
39694,1975.1
39695,1992.59
39696,2017.53
39697,2041.81
39698,2041.81
39699,2041.81
39700,2031.12
39701,2071.24
39702,2081.32
39703,2082.46
39704,2051.55
39705,2051.55
39706,2051.55
39707,2071.29
39708,2109.37
39709,2139.14
39710,2187.01
39711,2067.45
39712,2067.45
39713,2067.45
39714,2045.85
39715,2077.59
39716,2147.41
39717,2118.31
39718,2105.61
39719,2105.61
39720,2105.61
39721,2174.62
39722,2184.76
39723,2166.05
39724,2192.69
39725,2160.08
39726,2160.08
39727,2160.08
39728,2250.73
39729,2261.96
39730,2326.41
39731,2254.24
39732,2318.63
39733,2318.63
39734,2318.63
39735,2318.63
39736,2223.94
39737,2316.54
39738,2304.68
39739,2271.98
39740,2271.98
39741,2271.98
39742,2243.49
39743,2296.32
39744,2346.47
39745,2361.01
39746,2386.48
39747,2386.48
39748,2386.48
39749,2379.24
39750,2382.31
39751,2374.1
39752,2359.52
39753,2392.28
39754,2392.28
39755,2392.28
39756,2392.28
39757,2351.56
39758,2327.78
39759,2342.65
39760,2317.34
39761,2317.34
39762,2317.34
39763,2281.24
39764,2281.24
39765,2335.02
39766,2329.82
39767,2308.65
39768,2308.65
39769,2308.65
39770,2308.65
39771,2329.9
39772,2342.18
39773,2359.26
39774,2355.71
39775,2355.71
39776,2355.71
39777,2314.72
39778,2307.37
39779,2324.1
39780,2324.1
39781,2318
39782,2318
39783,2318
39784,2320.12
39785,2315.35
39786,2317.48
39787,2323.28
39788,2333.54
39789,2333.54
39790,2333.54
39791,2333.54
39792,2311.7
39793,2302.93
39794,2278.29
39795,2273.24
39796,2273.24
39797,2273.24
39798,2254.5
39799,2223.3
39800,2173.86
39801,2163.14
39802,2167.35
39803,2167.35
39804,2167.35
39805,2169.83
39806,2180.49
39807,2198.09
39808,2198.09
39809,2204.95
39810,2204.95
39811,2204.95
39812,2234
39813,2243.59
39814,2243.59
39815,2243.59
39816,2234.81
39817,2234.81
39818,2234.81
39819,2227.24
39820,2197.72
39821,2214.13
39822,2220.82
39823,2216.23
39824,2216.23
39825,2216.23
39826,2216.23
39827,2226.87
39828,2234.4
39829,2249.64
39830,2227.68
39831,2227.68
39832,2227.68
39833,2227.68
39834,2245.28
39835,2245.97
39836,2247.87
39837,2280.77
39838,2280.77
39839,2280.77
39840,2280.43
39841,2310.83
39842,2341.09
39843,2386.58
39844,2420.26
39845,2420.26
39846,2420.26
39847,2450.78
39848,2443.67
39849,2469.02
39850,2472.65
39851,2449.49
39852,2449.49
39853,2449.49
39854,2450.6
39855,2494.07
39856,2537.82
39857,2520.06
39858,2509.5
39859,2509.5
39860,2509.5
39861,2509.5
39862,2554.4
39863,2558.14
39864,2547.4
39865,2588.31
39866,2588.31
39867,2588.31
39868,2572.3
39869,2596.37
39870,2575.5
39871,2555.05
39872,2555.89
39873,2555.89
39874,2555.89
39875,2590.97
39876,2588.96
39877,2589.48
39878,2572.92
39879,2548.57
39880,2548.57
39881,2548.57
39882,2559.36
39883,2525.06
39884,2506.73
39885,2481.26
39886,2445.3
39887,2445.3
39888,2445.3
39889,2390.96
39890,2390.98
39891,2383.15
39892,2335.29
39893,2340.83
39894,2340.83
39895,2340.83
39896,2340.83
39897,2353.21
39898,2379.94
39899,2435.81
39900,2485.56
39901,2485.56
39902,2485.56
39903,2561.21
39904,2544.24
39905,2534.99
39906,2451.72
39907,2422.71
39908,2422.71
39909,2422.71
39910,2408.42
39911,2416.63
39912,2388.11
39913,2388.11
39914,2388.11
39915,2388.11
39916,2388.11
39917,2392.22
39918,2394.27
39919,2380.69
39920,2344.98
39921,2343.34
39922,2343.34
39923,2343.34
39924,2376.38
39925,2338.6
39926,2318.83
39927,2300.74
39928,2283.2
39929,2283.2
39930,2283.2
39931,2325.02
39932,2332.47
39933,2289.73
39934,2288.64
39935,2288.64
39936,2288.64
39937,2288.64
39938,2272.55
39939,2256.99
39940,2233.5
39941,2208.98
39942,2210.35
39943,2210.35
39944,2210.35
39945,2220.92
39946,2221.4
39947,2257.36
39948,2251.53
39949,2252.8
39950,2252.8
39951,2252.8
39952,2255.22
39953,2221.27
39954,2196.21
39955,2206.6
39956,2201.44
39957,2201.44
39958,2201.44
39959,2201.44
39960,2213.89
39961,2208.89
39962,2190.45
39963,2140.66
39964,2140.66
39965,2140.66
39966,2109.42
39967,2077.02
39968,2073.55
39969,2072
39970,2063.1
39971,2063.1
39972,2063.1
39973,2091.1
39974,2060.18
39975,2042.19
39976,2026.17
39977,2015.4
39978,2015.4
39979,2015.4
39980,2015.4
39981,2014.91
39982,2071.29
39983,2074.72
39984,2108.2
39985,2108.2
39986,2108.2
39987,2108.2
39988,2165
39989,2158.72
39990,2188.5
39991,2158.67
39992,2158.67
39993,2158.67
39994,2158.67
39995,2145.21
39996,2111.71
39997,2096.23
39998,2086.36
39999,2086.36
40000,2086.36
40001,2109.08
40002,2090.35
40003,2108.2
40004,2105.36
40005,2116.99
40006,2116.99
40007,2116.99
40008,2085.74
40009,2054.19
40010,2018.93
40011,2025.71
40012,2006.82
40013,2006.82
40014,2006.82
40015,2006.82
40016,1986.35
40017,1975.05
40018,1953.12
40019,1970.11
40020,1970.11
40021,1970.11
40022,1982.43
40023,2013.82
40024,2073.92
40025,2043.37
40026,2040.95
40027,2040.95
40028,2040.95
40029,2008.96
40030,1992.98
40031,1987.84
40032,1997.01
40033,1997.01
40034,1997.01
40035,1997.01
40036,2022.56
40037,2050.45
40038,2026.45
40039,1999.98
40040,2016.09
40041,2016.09
40042,2016.09
40043,2016.09
40044,2037.1
40045,2041.91
40046,2012.67
40047,1997.31
40048,1997.31
40049,1997.31
40050,1997.44
40051,2007.2
40052,2044.79
40053,2043.65
40054,2035
40055,2035
40056,2035
40057,2057.81
40058,2068.96
40059,2065.73
40060,2029.75
40061,2018.72
40062,2018.72
40063,2018.72
40064,2018.72
40065,1994.44
40066,1998.17
40067,2008.95
40068,1985.38
40069,1985.38
40070,1985.38
40071,1998.99
40072,1986.86
40073,1960.76
40074,1962.6
40075,1951.38
40076,1951.38
40077,1951.38
40078,1950.77
40079,1914.47
40080,1911.66
40081,1922.5
40082,1926.59
40083,1926.59
40084,1926.59
40085,1921.64
40086,1922
40087,1925.49
40088,1918.87
40089,1919.75
40090,1919.75
40091,1919.75
40092,1925.57
40093,1906.59
40094,1897.31
40095,1870.96
40096,1857.21
40097,1857.21
40098,1857.21
40099,1857.21
40100,1825.68
40101,1830.38
40102,1838.26
40103,1843.81
40104,1843.81
40105,1843.81
40106,1858.4
40107,1913.98
40108,1910.04
40109,1914.89
40110,1924.35
40111,1924.35
40112,1924.35
40113,1932.81
40114,1977.26
40115,2006.18
40116,2004.37
40117,1993.8
40118,1993.8
40119,1993.8
40120,1993.8
40121,2008.72
40122,1963.7
40123,1958.24
40124,1981.61
40125,1981.61
40126,1981.61
40127,1968.45
40128,1969.52
40129,1969.52
40130,1976.89
40131,1971.27
40132,1971.27
40133,1971.27
40134,1971.27
40135,1966.22
40136,1953.45
40137,1962.33
40138,1974.47
40139,1974.47
40140,1974.47
40141,1964.92
40142,1969.01
40143,1974.14
40144,1974.14
40145,1997.47
40146,1997.47
40147,1997.47
40148,1998.45
40149,1990.29
40150,1990.8
40151,1989.94
40152,2003.94
40153,2003.94
40154,2003.94
40155,2009.45
40156,2009.45
40157,2016.73
40158,2016.17
40159,2000.54
40160,2000.54
40161,2000.54
40162,1992.1
40163,2001.86
40164,2005.09
40165,2015.74
40166,2025.85
40167,2025.85
40168,2025.85
40169,2030.17
40170,2054.1
40171,2045.07
40172,2043.41
40173,2043.41
40174,2043.41
40175,2043.41
40176,2037.92
40177,2046.2
40178,2044.23
40179,2044.23
40180,2044.23
40181,2044.23
40182,2044.23
40183,2021.21
40184,1992.78
40185,1971.32
40186,1969.08
40187,1968.24
40188,1968.24
40189,1968.24
40190,1968.24
40191,1959.43
40192,1965.81
40193,1974.13
40194,1967.4
40195,1967.4
40196,1967.4
40197,1967.4
40198,1957.82
40199,1964.18
40200,1967.08
40201,1981.96
40202,1981.96
40203,1981.96
40204,1961.97
40205,1972.22
40206,1988.05
40207,1991.21
40208,1982.29
40209,1982.29
40210,1982.29
40211,1972.6
40212,1959.93
40213,1966.02
40214,1984.16
40215,1997.13
40216,1997.13
40217,1997.13
40218,2003.76
40219,1981.4
40220,1965.03
40221,1943.6
40222,1936.9
40223,1936.9
40224,1936.9
40225,1936.9
40226,1925.79
40227,1928.79
40228,1930.94
40229,1928.86
40230,1928.86
40231,1928.86
40232,1914.87
40233,1924.75
40234,1932.15
40235,1941.98
40236,1932.32
40237,1932.32
40238,1932.32
40239,1913.86
40240,1895.86
40241,1916.41
40242,1928.33
40243,1902.31
40244,1902.31
40245,1902.31
40246,1894.44
40247,1894.3
40248,1888.05
40249,1894.79
40250,1892.99
40251,1892.99
40252,1892.99
40253,1899.75
40254,1896.15
40255,1893.42
40256,1900.55
40257,1907.06
40258,1907.06
40259,1907.06
40260,1907.06
40261,1907.06
40262,1923.41
40263,1922.91
40264,1933.4
40265,1933.4
40266,1933.4
40267,1934.21
40268,1928.59
40269,1921.88
40270,1921.88
40271,1921.88
40272,1921.88
40273,1921.88
40274,1911.78
40275,1911.07
40276,1920.53
40277,1931.91
40278,1921.32
40279,1921.32
40280,1921.32
40281,1926.16
40282,1936.22
40283,1938.24
40284,1943.83
40285,1942.21
40286,1942.21
40287,1942.21
40288,1951.04
40289,1947.69
40290,1948.47
40291,1955.84
40292,1950.89
40293,1950.89
40294,1950.89
40295,1943.41
40296,1961.82
40297,1973.05
40298,1969.75
40299,1950.44
40300,1950.44
40301,1950.44
40302,1973.42
40303,1988.47
40304,2003.37
40305,2010.13
40306,2029.54
40307,2029.54
40308,2029.54
40309,1988.32
40310,1980.5
40311,1966.36
40312,1959.62
40313,1968.1
40314,1968.1
40315,1968.1
40316,1968.1
40317,1976.46
40318,1997.09
40319,2017.68
40320,1998.42
40321,1998.42
40322,1998.42
40323,1975.01
40324,1989.51
40325,1976.4
40326,1966.8
40327,1971.55
40328,1971.55
40329,1971.55
40330,1971.55
40331,1971.45
40332,1963.36
40333,1961.47
40334,1965.83
40335,1965.83
40336,1965.83
40337,1965.83
40338,1960.5
40339,1943.41
40340,1928.83
40341,1925.35
40342,1925.35
40343,1925.35
40344,1925.35
40345,1917.82
40346,1912.29
40347,1902.78
40348,1906.61
40349,1906.61
40350,1906.61
40351,1889.51
40352,1886.05
40353,1895.75
40354,1896.87
40355,1900.36
40356,1900.36
40357,1900.36
40358,1901.65
40359,1916.46
40360,1913.15
40361,1897.33
40362,1884.31
40363,1884.31
40364,1884.31
40365,1884.31
40366,1882.47
40367,1901.38
40368,1889.61
40369,1877.66
40370,1877.66
40371,1877.66
40372,1877.2
40373,1871.19
40374,1873.87
40375,1871.96
40376,1878.77
40377,1878.77
40378,1878.77
40379,1872.92
40380,1872.92
40381,1867.07
40382,1864.04
40383,1867.47
40384,1867.47
40385,1867.47
40386,1859.5
40387,1852.83
40388,1846.23
40389,1841.35
40390,1842.79
40391,1842.79
40392,1842.79
40393,1832.45
40394,1834.58
40395,1824.52
40396,1818.5
40397,1815.46
40398,1815.46
40399,1815.46
40400,1808.93
40401,1810.12
40402,1807.55
40403,1812.2
40404,1835.32
40405,1835.32
40406,1835.32
40407,1835.32
40408,1810.75
40409,1808.14
40410,1819.13
40411,1820.93
40412,1820.93
40413,1820.93
40414,1806.93
40415,1818.86
40416,1820.29
40417,1811.46
40418,1817.68
40419,1817.68
40420,1817.68
40421,1823.74
40422,1826.31
40423,1815.09
40424,1810.65
40425,1807.73
40426,1807.73
40427,1807.73
40428,1807.73
40429,1808.65
40430,1803
40431,1802.54
40432,1801.04
40433,1801.04
40434,1801.04
40435,1793.28
40436,1788.05
40437,1806.78
40438,1811.55
40439,1806.76
40440,1806.76
40441,1806.76
40442,1798.73
40443,1805.31
40444,1803.71
40445,1810.72
40446,1809.46
40447,1809.46
40448,1809.46
40449,1802.15
40450,1804.06
40451,1799.89
40452,1801.01
40453,1795.93
40454,1795.93
40455,1795.93
40456,1802.09
40457,1802.43
40458,1796.29
40459,1786.2
40460,1786.37
40461,1786.37
40462,1786.37
40463,1786.37
40464,1786.77
40465,1791.56
40466,1801.2
40467,1807.88
40468,1807.88
40469,1807.88
40470,1807.88
40471,1817.45
40472,1812.6
40473,1816.28
40474,1823.05
40475,1823.05
40476,1823.05
40477,1830.96
40478,1838.45
40479,1846.41
40480,1839.9
40481,1831.64
40482,1831.64
40483,1831.64
40484,1831.64
40485,1845.51
40486,1840.51
40487,1821.05
40488,1817.7
40489,1817.7
40490,1817.7
40491,1828.28
40492,1836.27
40493,1858.01
40494,1858.01
40495,1861.74
40496,1861.74
40497,1861.74
40498,1861.74
40499,1880.98
40500,1875.78
40501,1865.82
40502,1875.39
40503,1875.39
40504,1875.39
40505,1882
40506,1892.84
40507,1889.11
40508,1889.11
40509,1906.69
40510,1906.69
40511,1906.69
40512,1916.96
40513,1932.63
40514,1933.58
40515,1920
40516,1896.73
40517,1896.73
40518,1896.73
40519,1889.75
40520,1880.82
40521,1880.82
40522,1902.72
40523,1911.87
40524,1911.87
40525,1911.87
40526,1894.12
40527,1899.89
40528,1905.84
40529,1916.09
40530,1923.13
40531,1923.13
40532,1923.13
40533,1928.71
40534,1934.96
40535,1934.44
40536,1928.33
40537,1939.54
40538,1939.54
40539,1939.54
40540,1964.57
40541,2027.33
40542,1989.88
40543,1913.98
40544,1913.98
40545,1913.98
40546,1913.98
40547,1902.71
40548,1899.86
40549,1894.82
40550,1869.94
40551,1859.97
40552,1859.97
40553,1859.97
40554,1859.97
40555,1856.79
40556,1855.46
40557,1864.36
40558,1872.46
40559,1872.46
40560,1872.46
40561,1872.46
40562,1864.64
40563,1841.9
40564,1849.59
40565,1838.94
40566,1838.94
40567,1838.94
40568,1842.43
40569,1853.71
40570,1862.05
40571,1858.7
40572,1857.98
40573,1857.98
40574,1857.98
40575,1867.82
40576,1853.33
40577,1852.67
40578,1863.03
40579,1872.01
40580,1872.01
40581,1872.01
40582,1871.81
40583,1875.32
40584,1891.54
40585,1889.1
40586,1880.37
40587,1880.37
40588,1880.37
40589,1891.84
40590,1902.01
40591,1907.69
40592,1893.46
40593,1879.15
40594,1879.15
40595,1879.15
40596,1879.15
40597,1889.69
40598,1898.28
40599,1898.39
40600,1895.56
40601,1895.56
40602,1895.56
40603,1907.37
40604,1913.21
40605,1916.05
40606,1904.73
40607,1890.23
40608,1890.23
40609,1890.23
40610,1893.17
40611,1889.85
40612,1879.49
40613,1871.97
40614,1866.2
40615,1866.2
40616,1866.2
40617,1876.29
40618,1887.67
40619,1892.62
40620,1876.78
40621,1874.79
40622,1874.79
40623,1874.79
40624,1874.79
40625,1866.34
40626,1867.74
40627,1865.11
40628,1871.37
40629,1871.37
40630,1871.37
40631,1877.84
40632,1888
40633,1879.47
40634,1870.6
40635,1858.95
40636,1858.95
40637,1858.95
40638,1846.78
40639,1838.29
40640,1826.97
40641,1825.09
40642,1817.35
40643,1817.35
40644,1817.35
40645,1815.79
40646,1818.14
40647,1818.91
40648,1811.1
40649,1800.63
40650,1800.63
40651,1800.63
40652,1799.79
40653,1790.54
40654,1782.59
40655,1782.59
40656,1782.59
40657,1782.59
40658,1782.59
40659,1781.56
40660,1787.88
40661,1784.11
40662,1767.54
40663,1768.19
40664,1768.19
40665,1768.19
40666,1768.37
40667,1767.05
40668,1763.45
40669,1769.46
40670,1763.12
40671,1763.12
40672,1763.12
40673,1779.7
40674,1791.72
40675,1798.66
40676,1807.86
40677,1805.37
40678,1805.37
40679,1805.37
40680,1814.98
40681,1826.03
40682,1824.62
40683,1814.99
40684,1819.86
40685,1819.86
40686,1819.86
40687,1828.12
40688,1828.64
40689,1831.58
40690,1829.75
40691,1817.34
40692,1817.34
40693,1817.34
40694,1817.34
40695,1797.83
40696,1789.41
40697,1784.12
40698,1785.05
40699,1785.05
40700,1785.05
40701,1785.05
40702,1770.13
40703,1769.83
40704,1772.59
40705,1774.94
40706,1774.94
40707,1774.94
40708,1777.64
40709,1774.24
40710,1781.4
40711,1793.92
40712,1787.8
40713,1787.8
40714,1787.8
40715,1789.47
40716,1780.48
40717,1779.1
40718,1788.11
40719,1787.8
40720,1787.8
40721,1787.8
40722,1787.8
40723,1786.73
40724,1780.16
40725,1772.32
40726,1762.59
40727,1762.59
40728,1762.59
40729,1762.59
40730,1766.57
40731,1767.47
40732,1759.38
40733,1759.41
40734,1759.41
40735,1759.41
40736,1768.42
40737,1765.32
40738,1758.25
40739,1748.41
40740,1750.9
40741,1750.9
40742,1750.9
40743,1758.99
40744,1757.49
40745,1757.49
40746,1756.38
40747,1757.35
40748,1757.35
40749,1757.35
40750,1768.02
40751,1759.88
40752,1764.89
40753,1771.15
40754,1777.82
40755,1777.82
40756,1777.82
40757,1771.81
40758,1765.53
